<name3> = <val6>	<name3> に <val6> を入れる
float ( <name3> )	<name3> を変換した浮動小数点数
float ( <name1> )	<name1> を変換した浮動小数点数
float ( <name5> )	<name5> をした浮動小数点数
float ( <name1> )	<name1> をした浮動小数点数
int ( <name4> )	<name4> を整数に変換する
int ( <name1> )	<name1> を整数に変換する
int ( <name4> )	整数に <name4> を変換する
int ( <name1> )	整数に <name1> を変換する
int ( <name2> )	<name2> を数字にする
int ( <name1> )	<name1> を数字にする
int ( <name4> )	数字に <name4> をする
int ( <name1> )	数字に <name1> をする
int ( <name6> )	数字に <name6> を置き換える
int ( <name1> )	数字に <name1> を置き換える
int ( <name5> )	<name5> を整数に直す
int ( <name1> )	<name1> を整数に直す
int ( <name2> )	<name2> を数字に置き換える
int ( <name1> )	<name1> を数字に置き換える
int ( <name5> )	整数に <name5> を直す
int ( <name1> )	整数に <name1> を直す
int ( <name1> )	<name1> を整数にする
int ( <name4> )	整数に <name4> をする
int ( <name1> )	整数に <name1> をする
int ( <name4> )	<name4> を数字にする
int ( <name1> )	<name1> を数字にする
int ( <name3> )	<name3> を数字に置き換える
int ( <name1> )	<name1> を数字に置き換える
int ( <name5> )	数字に <name5> をする
int ( <name1> )	数字に <name1> をする
int ( <name6> )	数字に <name6> を置き換える
int ( <name1> )	数字に <name1> を置き換える
int ( <name1> )	整数に <name1> を直す
int ( <name2> )	<name2> を整数に直す
int ( <name1> )	<name1> を整数に直す
int ( <name2> )	<name2> を変換した整数
int ( <name1> )	<name1> を変換した整数
int ( <name4> )	<name4> をした数字
int ( <name1> )	<name1> をした数字
<name4> = int ( input ( ) )	ユーザが入力した整数を <name4> とする
<name1> = int ( input ( ) )	ユーザが入力した整数を <name1> とする
<name6> = int ( input ( ) )	入力された数字を <name6> と置き換える
<name1> = int ( input ( ) )	入力された数字を <name1> と置き換える
<name3> = int ( input ( ) )	入力された整数を <name3> とする
<name1> = int ( input ( ) )	入力された整数を <name1> とする
<name3> = int ( input ( ) )	入力された数字を <name3> とする
<name1> = int ( input ( ) )	入力された数字を <name1> とする
<name2> = int ( input ( ) )	ユーザが入力した数字を <name2> とする
<name1> = int ( input ( ) )	ユーザが入力した数字を <name1> とする
<name3> = int ( input ( ) )	ユーザが入力した整数を <name3> と直す
<name1> = int ( input ( ) )	ユーザが入力した整数を <name1> と直す
<name5> = int ( input ( ) )	入力された整数を <name5> と直す
<name1> = int ( input ( ) )	入力された整数を <name1> と直す
<name3> = int ( input ( ) )	ユーザが入力した数字を <name3> と置き換える
<name1> = int ( input ( ) )	ユーザが入力した数字を <name1> と置き換える
x = int ( input ( ) )	入力された整数
x = int ( input ( ) )	入力された数字
<name2> = float ( input ( ) )	ユーザが入力した浮動小数点数を <name2> とする
<name1> = float ( input ( ) )	ユーザが入力した浮動小数点数を <name1> とする
<name6> = float ( input ( ) )	ユーザが入力した浮動小数点数を <name6> と置き換える
<name1> = float ( input ( ) )	ユーザが入力した浮動小数点数を <name1> と置き換える
<name1> = float ( input ( ) )	ユーザが入力した浮動小数点数を <name1> と直す
x = float ( input ( ) )	入力された浮動小数点数
type ( <name6> )	<name6> のクラス
type ( <name1> )	<name1> のクラス
type ( <name6> )	<name6> の型
type ( <name1> )	<name1> の型
type ( <name2> )	<name2> の型を表示する
type ( <name1> )	<name1> の型を表示する
type ( <name1> )	<name1> のクラスをチェックする
<name5> == <name3>	<name5> と <name3> が等しいかどうか
<name1> == <name2>	<name1> と <name2> が等しいかどうか
if <name1> == <name4> :	もし <name1> と <name4> が等しいとき
if <name1> == <name2> :	もし <name1> と <name2> が等しいとき
if <name6> != <name2> :	<name6> と <name2> が等しくないとき
if <name1> != <name2> :	<name1> と <name2> が等しくないとき
<name5> == <name3> and	<name5> と <name3> が等しい、かつ、
<name1> == <name2> and	<name1> と <name2> が等しい、かつ、
<name6> == <name3> or	<name6> と <name3> が等しい、もしくは、
<name1> == <name2> or	<name1> と <name2> が等しい、もしくは、
<name1> != <name2> and	<name1> と <name2> が等しくない、かつ、
<name6> != <name3> or	<name6> と <name3> が等しくない、もしくは、
<name1> != <name2> or	<name1> と <name2> が等しくない、もしくは、
while <name3> == <name1> :	<name3> と <name1> が等しい間
while <name1> == <name2> :	<name1> と <name2> が等しい間
<name5> == <name1>	<name5> が <name1> と等しいかどうか
<name1> == <name2>	<name1> が <name2> と等しいかどうか
if <name4> == <name5> :	<name4> が <name5> と等しいならば
if <name1> == <name2> :	<name1> が <name2> と等しいならば
if <name3> != <name2> :	もし <name3> が <name2> と等しくない場合
if <name1> != <name2> :	もし <name1> が <name2> と等しくない場合
<name6> == <name5> and	<name6> が <name5> と等しい、かつ、
<name1> == <name2> and	<name1> が <name2> と等しい、かつ、
<name4> == <name5> or	<name4> が <name5> と等しい、もしくは、
<name1> == <name2> or	<name1> が <name2> と等しい、もしくは、
<name4> != <name1> and	<name4> が <name1> と等しくない、かつ、
<name1> != <name2> and	<name1> が <name2> と等しくない、かつ、
<name2> != <name5> or	<name2> が <name5> と等しくない、もしくは、
<name1> != <name2> or	<name1> が <name2> と等しくない、もしくは、
while <name4> == <name2> :	<name4> が <name2> と等しい間
while <name1> == <name2> :	<name1> が <name2> と等しい間
<name1> == <name5>	<name1> が <name5> かどうか
<name1> == <name2>	<name1> が <name2> かどうか
if <name6> == <name1> :	もし <name6> が <name1> ならば
if <name1> == <name2> :	もし <name1> が <name2> ならば
if <name6> != <name4> :	もし <name6> が <name4> でないなら
if <name1> != <name2> :	もし <name1> が <name2> でないなら
<name1> == <name3> and	<name1> が <name3> 、かつ、
<name1> == <name2> and	<name1> が <name2> 、かつ、
<name6> == <name3> or	<name6> が <name3> 、または、
<name1> == <name2> or	<name1> が <name2> 、または、
<name1> != <name5> and	<name1> が <name5> でない、かつ、
<name1> != <name2> and	<name1> が <name2> でない、かつ、
<name5> != <name6> or	<name5> が <name6> でない、または、
<name1> != <name2> or	<name1> が <name2> でない、または、
while <name2> == <name6> :	<name2> が <name6> の間
while <name1> == <name2> :	<name1> が <name2> の間
<name1> >  <name3>	<name1> が <name3> より大きいかどうか
<name1> >  <name2>	<name1> が <name2> より大きいかどうか
if <name3> >  <name4> :	もし <name3> が <name4> より大きい場合
if <name1> >  <name2> :	もし <name1> が <name2> より大きい場合
if not <name2> >  <name1> :	もし <name2> が <name1> より大きくないなら
if not <name1> >  <name2> :	もし <name1> が <name2> より大きくないなら
<name4> >  <name2> and	<name4> が <name2> より大きい、かつ、
<name1> >  <name2> and	<name1> が <name2> より大きい、かつ、
<name6> >  <name2> or	<name6> が <name2> より大きい、または、
<name1> >  <name2> or	<name1> が <name2> より大きい、または、
not <name6> >  <name5> and	<name6> が <name5> より大きくない、かつ、
not <name1> >  <name2> and	<name1> が <name2> より大きくない、かつ、
not <name5> >  <name3> or	<name5> が <name3> より大きくない、または、
not <name1> >  <name2> or	<name1> が <name2> より大きくない、または、
while <name3> >  <name4> :	<name3> が <name4> より大きい間
while <name1> >  <name2> :	<name1> が <name2> より大きい間
<name4> <  <name5>	<name4> が <name5> より小さいかどうか
<name1> <  <name2>	<name1> が <name2> より小さいかどうか
<name5> <  <name4>	<name4> より <name5> が小さいかどうか
<name1> <  <name2>	<name2> より <name1> が小さいかどうか
if <name1> <  <name3> :	<name1> が <name3> より小さいならば
if <name1> <  <name2> :	<name1> が <name2> より小さいならば
if <name2> <  <name6> :	もし <name6> より <name2> が小さいなら
if <name1> <  <name2> :	もし <name2> より <name1> が小さいなら
if not <name4> <  <name3> :	<name4> が <name3> より小さくない場合
if not <name1> <  <name2> :	<name1> が <name2> より小さくない場合
if not <name3> <  <name6> :	<name6> より <name3> が小さくないならば
if not <name1> <  <name2> :	<name2> より <name1> が小さくないならば
<name6> <  <name3> and	<name6> が <name3> より小さい、かつ、
<name1> <  <name2> and	<name1> が <name2> より小さい、かつ、
<name6> <  <name1> or	<name6> が <name1> より小さい、または、
<name1> <  <name2> or	<name1> が <name2> より小さい、または、
<name4> <  <name2> and	<name2> より <name4> が小さい、かつ、
<name1> <  <name2> and	<name2> より <name1> が小さい、かつ、
<name4> <  <name6> or	<name6> より <name4> が小さい、もしくは、
<name1> <  <name2> or	<name2> より <name1> が小さい、もしくは、
not <name3> <  <name1> and	<name3> が <name1> より小さくない、かつ、
not <name1> <  <name2> and	<name1> が <name2> より小さくない、かつ、
not <name1> <  <name2> or	<name1> が <name2> より小さくない、もしくは、
not <name5> <  <name6> and	<name6> より <name5> が小さくない、かつ、
not <name1> <  <name2> and	<name2> より <name1> が小さくない、かつ、
not <name3> <  <name5> or	<name5> より <name3> が小さくない、または、
not <name1> <  <name2> or	<name2> より <name1> が小さくない、または、
while <name2> <  <name4> :	<name2> が <name4> より小さい間
while <name1> <  <name2> :	<name1> が <name2> より小さい間
while <name5> <  <name4> :	<name4> より <name5> が小さい間
while <name1> <  <name2> :	<name2> より <name1> が小さい間
<name3> >= <name1>	<name3> が <name1> 以上かどうか
<name1> >= <name2>	<name1> が <name2> 以上かどうか
if <name5> >= <name1> :	もし <name5> が <name1> 以上のとき
if <name1> >= <name2> :	もし <name1> が <name2> 以上のとき
if not <name6> >= <name1> :	もし <name6> が <name1> 以上でないならば
if not <name1> >= <name2> :	もし <name1> が <name2> 以上でないならば
